ObjectID,IsPublicDomain,ArtistGender
209142,0,0
695524,0,0
405711,0,0
489374,0,0
49793,0,0
72288,0,0
656721,0,0
738053,0,0
819151,0,0
776675,0,0
273658,0,0
286588,0,0
492765,0,0
811379,0,0
718503,0,0
270760,0,0
838126,0,0
774209,0,0
424302,0,0
775202,0,0
338262,0,0
632159,0,0
270131,0,0
264465,0,0
362340,0,0
652848,0,0
496631,0,0
260680,0,0
42053,0,0
393225,0,0
486737,0,0
775028,0,0
16753,0,0
285192,0,0
282254,0,0
819186,0,0
740585,0,0
265307,0,0
707441,0,0
273395,0,0
484867,0,0
398266,0,0
491727,0,0
369839,0,0
824085,0,0
265028,0,0
483610,0,0
748864,0,0
371297,0,0
490941,0,0
269801,0,0
274001,0,0
11084,0,0
261940,0,0
288332,0,0
11640,0,0
389244,0,0
357497,0,0
361475,0,0
274046,0,0
484258,0,0
632461,0,0
302291,0,0
302516,0,0
392045,0,0
483412,0,0
276208,0,0
638500,0,0
382885,0,0
278151,0,0
698268,0,0
261990,0,0
635582,0,0
275049,0,0
713359,0,0
274318,0,0
701440,0,0
264473,0,0
286408,0,0
724691,0,0
754676,0,0
496363,0,0
384607,0,0
438666,0,0
299347,0,0
388693,0,0
12273,0,0
282499,0,0
495311,0,0
485916,0,0
338418,0,0
365351,0,0
366237,0,0
259882,0,0
650120,0,0
788405,0,0
482078,0,0
732139,0,0
391928,0,0
715193,0,0
267399,0,0
407220,0,0
280286,0,0
10563,0,0
728286,0,0
275260,0,0
734639,0,0
817415,0,0
656618,0,0
687827,0,0
484294,0,0
282216,0,0
12066,0,0
725362,0,0
485073,0,0
682108,0,0
744949,0,0
63684,0,0
259577,0,0
343035,0,0
488400,0,0
275579,0,0
421871,0,0
265961,0,0
284223,0,0
274593,0,0
727664,0,0
436312,0,0
430384,0,0
386326,0,0
386326,0,0
384059,0,0
384059,0,0
384059,0,0
384059,0,0
384059,0,0
384059,0,0
384059,0,0
384059,0,0
384059,0,0
384059,0,0
349110,0,0
786171,0,0
371171,0,0
759631,0,0
760533,0,0
760290,0,0
759627,0,0
760101,0,0
371171,0,0
759631,0,0
760533,0,0
760290,0,0
759627,0,0
760101,0,0
371241,0,0
349928,0,0
395036,0,0
395018,0,0
63628,0,0
341249,0,0
831070,0,0
388115,0,0
837817,0,0
629181,0,0
341111,0,0
381469,0,0
814466,0,0
643964,0,0
408106,0,0
376930,0,0
310013,0,0
310085,0,0
385680,0,0
632061,0,0
401956,0,0
395940,0,0
762644,0,0
422797,0,0
312014,0,0
623793,0,0
351068,0,0
638235,0,0
370998,0,0
839498,0,0
627101,0,0
399118,0,0
407627,0,0
416667,0,0
628096,0,0
628023,0,0
635738,0,0
414141,0,0
310005,0,0
345702,0,0
338978,0,0
632065,0,0
392130,0,0
391660,0,0
638296,0,0
762603,0,0
380779,0,0
310017,0,0
388244,0,0
634200,0,0
626372,0,0
751047,0,0
638184,0,0
647324,0,0
433161,0,0
335409,0,0
433495,0,0
413127,0,0
365369,0,0
286804,0,0
411887,0,0
398167,0,0
828615,0,0
625608,0,0
355386,0,0
364434,0,0
623593,0,0
629367,0,0
343984,0,0
426043,0,0
370203,0,0
265668,0,0
382194,0,0
263182,0,0
646482,0,0
751455,0,0
412719,0,0
370796,0,0
631759,0,0
764023,0,0
627053,0,0
334600,0,0
432764,0,0
421093,0,0
830867,0,0
422788,0,0
334242,0,0
394240,0,0
646120,0,0
630081,0,0
843524,0,0
634168,0,0
364114,0,0
261234,0,0
365811,0,0
715595,0,0
423837,0,0
370233,0,0
643622,0,0
647766,0,0
381166,0,0
654548,0,0
677887,0,0
648573,0,0
347330,0,0
766472,0,0
361375,0,0
197023,0,0
645465,0,0
352963,0,0
744184,0,0
371566,0,0
660493,0,0
680012,0,0
283151,0,0
680040,0,0
676984,0,0
17177,0,0
17421,0,0
17068,0,0
17261,0,0
17085,0,0
17342,0,0
352425,0,0
424265,0,0
290429,0,0
685697,0,0
685652,0,0
284475,0,0
685531,0,0
709100,0,0
709139,0,0
364928,0,0
263654,0,0
261956,0,0
412232,0,0
712409,0,0
373243,0,0
262975,0,0
263144,0,0
639541,0,0
270945,0,0
722547,0,0
655640,0,0
639585,0,0
397136,0,0
364939,0,0
263645,0,0
638614,0,0
639591,0,0
369980,0,0
409726,0,0
411832,0,0
366068,0,0
408767,0,0
666305,0,0
368622,0,0
375952,0,0
340922,0,0
410588,0,0
334558,0,0
431381,0,0
408771,0,0
400378,0,0
431883,0,0
408710,0,0
368843,0,0
642680,0,0
643981,0,0
646468,0,0
640322,0,0
412205,0,0
398610,0,0
410149,0,0
365188,0,0
431301,0,0
381913,0,0
374637,0,0
347129,0,0
433309,0,0
374156,0,0
398989,0,0
399059,0,0
374932,0,0
360172,0,0
422478,0,0
374267,0,0
426463,0,0
399317,0,0
410199,0,0
421213,0,0
288441,0,0
431562,0,0
631878,0,0
397080,0,0
397180,0,0
780537,0,0
653338,0,0
431839,0,0
359687,0,0
355754,0,0
381059,0,0
431325,0,0
676823,0,0
650420,0,0
396153,0,0
398254,0,0
356542,0,0
431522,0,0
397390,0,0
406590,0,0
401834,0,0
427331,0,0
431193,0,0
435394,0,0
781342,0,0
403989,0,0
393088,0,0
381914,0,0
769535,0,0
398915,0,0
432008,0,0
652650,0,0
432821,0,0
434094,0,0
370235,0,0
306186,0,0
355426,0,0
647790,0,0
629124,0,0
427339,0,0
346861,0,0
342385,0,0
347188,0,0
398195,0,0
427540,0,0
431726,0,0
426811,0,0
432290,0,0
430983,0,0
372061,0,0
643985,0,0
401254,0,0
401271,0,0
398216,0,0
374507,0,0
491779,0,0
383493,0,0
398856,0,0
404410,0,0
426829,0,0
343622,0,0
370436,0,0
404210,0,0
335724,0,0
397082,0,0
382775,0,0
632029,0,0
641045,0,0
633567,0,0
775540,0,0
373292,0,0
655964,0,0
738387,0,0
369924,0,0
426396,0,0
639391,0,0
426387,0,0
645922,0,0
688391,0,0
681711,0,0
411204,0,0
688641,0,0
690141,0,0
688571,0,0
397731,0,0
435189,0,0
435189,0,0
435194,0,0
347367,0,0
381860,0,0
358762,0,0
773531,0,0
387214,0,0
340842,0,0
366912,0,0
722519,0,0
814388,0,0
349591,0,0
358822,0,0
344438,0,0
353758,0,0
352661,0,0
347152,0,0
353818,0,0
276647,0,0
368701,0,0
371831,0,0
354369,0,0
276449,0,0
351056,0,0
355692,0,0
346077,0,0
344841,0,0
347830,0,0
352485,0,0
348451,0,0
359132,0,0
357336,0,0
358091,0,0
344975,0,0
356609,0,0
353294,0,0
276655,0,0
276485,0,0
283741,0,0
276634,0,0
353916,0,0
276637,0,0
726819,0,0
712201,0,0
346130,0,0
356234,0,0
354067,0,0
708037,0,0
358591,0,0
355680,0,0
822334,0,0
349194,0,0
820680,0,0
353132,0,0
357759,0,0
351265,0,0
371972,0,0
390121,0,0
366149,0,0
348060,0,0
345728,0,0
348143,0,0
350047,0,0
359483,0,0
335579,0,0
357454,0,0
387901,0,0
357002,0,0
349802,0,0
350976,0,0
373653,0,0
346479,0,0
355705,0,0
351374,0,0
357271,0,0
356611,0,0
364916,0,0
367349,0,0
381869,0,0
648812,0,0
357635,0,0
356958,0,0
346279,0,0
359210,0,0
354208,0,0
351395,0,0
350927,0,0
380955,0,0
350869,0,0
449679,0,0
92094,0,0
155721,0,0
109996,0,0
100806,0,0
105056,0,0
174392,0,0
105066,0,0
107220,0,0
92400,0,0
175102,0,0
81818,0,0
105416,0,0
93674,0,0
86691,0,0
153615,0,0
480612,0,0
495407,0,0
349499,0,0
110074,0,0
81066,0,0
487054,0,0
143847,0,0
92169,0,0
105207,0,0
81007,0,0
818053,0,0
729949,0,0
489188,0,0
82728,0,0
81278,0,0
84801,0,0
78950,0,0
687486,0,0
91387,0,0
486172,0,0
96952,0,0
145286,0,0
81013,0,0
92224,0,0
484660,0,0
110225,0,0
155732,0,0
155973,0,0
79790,0,0
158062,0,0
80863,0,0
86527,0,0
95496,0,0
742381,0,0
175459,0,0
500030,0,0
95293,0,0
79299,0,0
97546,0,0
485992,0,0
143847,0,0
106019,0,0
121573,0,0
79631,0,0
656329,0,0
120642,0,0
86492,0,0
80200,0,0
145300,0,0
137309,0,0
156257,0,0
488283,0,0
121393,0,0
486587,0,0
121789,0,0
489312,0,0
81521,0,0
137528,0,0
489455,0,0
489218,0,0
103589,0,0
110099,0,0
88679,0,0
92485,0,0
495353,0,0
94630,0,0
108953,0,0
82756,0,0
92032,0,0
143990,0,0
105803,0,0
105497,0,0
96239,0,0
175339,0,0
98954,0,0
130326,0,0
95465,0,0
725308,0,0
85323,0,0
130300,0,0
100482,0,0
85334,0,0
105507,0,0
100443,0,0
83046,0,0
81474,0,0
95460,0,0
121236,0,0
84517,0,0
83428,0,0
96763,0,0
127686,0,0
175675,0,0
174580,0,0
79315,0,0
96631,0,0
98778,0,0
83617,0,0
114467,0,0
100971,0,0
126859,0,0
349520,0,0
494932,0,0
357749,0,0
9425,0,0
13515,0,0
13521,0,0
481580,0,0
487595,0,0
831156,0,0
485113,0,0
823331,0,0
480354,0,0
486420,0,0
487884,0,0
482797,0,0
172078,0,0
746271,0,0
363112,0,0
346163,0,0
92361,0,0
418800,0,0
366198,0,0
647340,0,0
647377,0,0
705444,0,0
681665,0,0
355219,0,0
682809,0,0
821789,0,0
361002,0,0
361114,0,0
745871,0,0
742440,0,0
187960,0,0
353798,0,0
354946,0,0
345955,0,0
355876,0,0
346145,0,0
346903,0,0
430511,0,0
382890,0,0
426925,0,0
354283,0,0
383223,0,0
381267,0,0
660787,0,0
425734,0,0
335741,0,0
426224,0,0
660429,0,0
660445,0,0
426162,0,0
826747,0,0
198718,0,0
193608,0,0
3610,0,0
825963,0,0
209114,0,0
7891,0,0
198130,0,0
17478,0,0
502398,0,0
841665,0,0
504883,0,0
21307,0,0
8027,0,0
1324,0,0
189275,0,0
200015,0,0
504095,0,0
20731,0,0
206748,0,0
9716,0,0
204541,0,0
191646,0,0
17530,0,0
504314,0,0
16718,0,0
200843,0,0
237727,0,0
211022,0,0
210976,0,0
211041,0,0
191227,0,0
838288,0,0
843358,0,0
751301,0,0
843211,0,0
840650,0,0
113723,0,0
91632,0,0
751287,0,0
760184,0,0
748385,0,0
190751,0,0
828643,0,0
765399,0,0
835240,0,0
21626,0,0
113723,0,0
378079,0,0
114593,0,0
20316,0,0
839667,0,0
191771,0,0
173892,0,0
503817,0,0
838046,0,0
380265,0,0
379695,0,0
499939,0,0
84334,0,0
158807,0,0
169998,0,0
480264,0,0
14033,0,0
480451,0,0
831153,0,0
490252,0,0
485179,0,0
14027,0,0
490865,0,0
9321,0,0
480461,0,0
480071,0,0
484975,0,0
480438,0,0
19967,0,0
314935,0,0
553048,0,0
174185,0,0
353217,0,0
820987,0,0
33812,0,0
29738,0,0
255931,0,0
80575,0,0
51244,0,0
318097,0,0
314981,0,0
252232,0,0
559657,0,0
696686,0,0
317716,0,0
747332,0,0
290161,0,0
105460,0,0
102307,0,0
285354,0,0
8096,0,0
826973,0,0
450267,0,0
173700,0,0
27741,0,0
314673,0,0
190326,0,0
318268,0,0
9886,0,0
106414,0,0
224281,0,0
124500,0,0
760909,0,0
215724,0,0
121708,0,0
185324,0,0
553244,0,0
577272,0,0
289818,0,0
567688,0,0
27631,0,0
550069,0,0
61763,0,0
813932,0,0
760910,0,0
383700,0,0
556244,0,0
712543,0,0
200496,0,0
650863,0,0
63578,0,0
30491,0,0
563313,0,0
26927,0,0
124025,0,0
255969,0,0
113187,0,0
51626,0,0
219203,0,0
309768,0,0
568568,0,0
215008,0,0
28138,0,0
355932,0,0
317008,0,0
109508,0,0
248765,0,0
464993,0,0
501929,0,0
312134,0,0
569699,0,0
781633,0,0
837987,0,0
192003,0,0
252375,0,0
248615,0,0
221340,0,0
563474,0,0
205494,0,0
784095,0,0
227367,0,0
550685,0,0
814535,0,0
91765,0,0
504220,0,0
785269,0,0
119685,0,0
549422,0,0
124191,0,0
784413,0,0
455382,0,0
769090,0,0
250809,0,0
561327,0,0
245152,0,0
250970,0,0
216027,0,0
248355,0,0
248918,0,0
28395,0,0
211932,0,0
786474,0,0
444457,0,0
658910,0,0
22421,0,0
318247,0,0
310806,0,0
572152,0,0
120939,0,0
201489,0,0
120363,0,0
545649,0,0
317628,0,0
559429,0,0
558532,0,0
289843,0,0
30037,0,0
554182,0,0
28871,0,0
91802,0,0
225201,0,0
310184,0,0
552835,0,0
457256,0,0
558487,0,0
562903,0,0
16808,0,0
216054,0,0
254029,0,0
168550,0,0
568893,0,0
573229,0,0
563307,0,0
489096,0,0
502170,0,0
564518,0,0
215901,0,0
104093,0,0
569622,0,0
38717,0,0
254080,0,0
24198,0,0
122152,0,0
37495,0,0
317180,0,0
313856,0,0
554217,0,0
552989,0,0
31316,0,0
564560,0,0
746215,0,0
567826,0,0
313946,0,0
465351,0,0
561241,0,0
571910,0,0
240883,0,0
363404,0,0
114152,0,0
558935,0,0
314672,0,0
455498,0,0
343787,0,0
362727,0,0
689816,0,0
569734,0,0
558767,0,0
70948,0,0
239872,0,0
26604,0,0
84459,0,0
225978,0,0
569686,0,0
196301,0,0
217369,0,0
69564,0,0
781641,0,0
289811,0,0
32155,0,0
71986,0,0
456897,0,0
545840,0,0
570480,0,0
257775,0,0
223858,0,0
550679,0,0
103449,0,0
587604,0,0
571177,0,0
553513,0,0
89802,0,0
504835,0,0
689635,0,0
784508,0,0
107095,0,0
564220,0,0
559943,0,0
569552,0,0
838842,0,0
231888,0,0
30347,0,0
52545,0,0
28615,0,0
226063,0,0
227435,0,0
236654,0,0
211766,0,0
501000,0,0
548803,0,0
310341,0,0
22784,0,0
290012,0,0
32287,0,0
24412,0,0
568539,0,0
545650,0,0
390476,0,0
504923,0,0
252226,0,0
315954,0,0
558721,0,0
548497,0,0
22118,0,0
100316,0,0
552939,0,0
458461,0,0
545667,0,0
70379,0,0
784493,0,0
319211,0,0
552807,0,0
720181,0,0
244768,0,0
505362,0,0
824109,0,0
38745,0,0
69449,0,0
587903,0,0
32396,0,0
377756,0,0
548800,0,0
117644,0,0
573716,0,0
314273,0,0
450137,0,0
505987,0,0
247127,0,0
558746,0,0
192587,0,0
218443,0,0
22534,0,0
70830,0,0
116653,0,0
169186,0,0
16147,0,0
27761,0,0
190427,0,0
501407,0,0
558622,0,0
230832,0,0
122603,0,0
218952,0,0
569624,0,0
571323,0,0
570375,0,0
8977,0,0
313765,0,0
310995,0,0
466601,0,0
247195,0,0
85651,0,0
225877,0,0
246881,0,0
555447,0,0
315990,0,0
61691,0,0
569137,0,0
16735,0,0
315886,0,0
555117,0,0
29419,0,0
554166,0,0
563853,0,0
785237,0,0
544380,0,0
314907,0,0
24056,0,0
211957,0,0
311739,0,0
554257,0,0
173644,0,0
109376,0,0
80400,0,0
590524,0,0
467432,0,0
334504,0,0
74964,0,0
7327,0,0
545665,0,0
555677,0,0
120530,0,0
675893,0,0
251127,0,0
751564,0,0
550620,0,0
119056,0,0
566755,0,0
451216,0,0
187994,0,0
217097,0,0
38745,0,0
23063,0,0
122240,0,0
27248,0,0
690985,0,0
734998,0,0
571042,0,0
191453,0,0
123762,0,0
819804,0,0
174284,0,0
473701,0,0
822661,0,0
211775,0,0
559627,0,0
106212,0,0
33716,0,0
782045,0,0
255293,0,0
243073,0,0
545830,0,0
568903,0,0
555251,0,0
189842,0,0
543918,0,0
503597,0,0
34026,0,0
502126,0,0
241352,0,0
311591,0,0
227677,0,0
316040,0,0
227782,0,0
173582,0,0
211558,0,0
107439,0,0
785320,0,0
504713,0,0
763238,0,0
670686,0,0
25615,0,0
29804,0,0
450237,0,0
560644,0,0
318009,0,0
371593,0,0
309809,0,0
22037,0,0
32750,0,0
127265,0,0
552883,0,0
311509,0,0
786412,0,0
30474,0,0
314026,0,0
569922,0,0
568406,0,0
217410,0,0
820050,0,0
567748,0,0
30865,0,0
31721,0,0
35781,0,0
549439,0,0
780196,0,0
208095,0,0
253509,0,0
225898,0,0
546222,0,0
192621,0,0
556740,0,0
692183,0,0
240858,0,0
126454,0,0
339525,0,0
28560,0,0
549944,0,0
22255,0,0
103014,0,0
74287,0,0
156414,0,0
216106,0,0
89935,0,0
218129,0,0
309632,0,0
570626,0,0
283027,0,0
253878,0,0
63500,0,0
561352,0,0
100550,0,0
503066,0,0
173828,0,0
505245,0,0
113067,0,0
552593,0,0
69547,0,0
52537,0,0
108548,0,0
314772,0,0
545948,0,0
825902,0,0
62362,0,0
254005,0,0
190005,0,0
561824,0,0
225200,0,0
554188,0,0
119604,0,0
37575,0,0
706646,0,0
815147,0,0
22420,0,0
504128,0,0
121842,0,0
248250,0,0
219111,0,0
33695,0,0
316464,0,0
650865,0,0
122197,0,0
576705,0,0
311407,0,0
558682,0,0
198174,0,0
225900,0,0
127186,0,0
243355,0,0
555989,0,0
320834,0,0
35303,0,0
22952,0,0
319211,0,0
231847,0,0
1252,0,0
557649,0,0
636830,0,0
311948,0,0
384131,0,0
451158,0,0
547256,0,0
8941,0,0
501950,0,0
559781,0,0
174528,0,0
563917,0,0
170445,0,0
211578,0,0
100779,0,0
659489,0,0
168358,0,0
28249,0,0
562857,0,0
746285,0,0
314593,0,0
224187,0,0
124393,0,0
113967,0,0
24430,0,0
545405,0,0
456895,0,0
447704,0,0
31016,0,0
820951,0,0
214290,0,0
383593,0,0
550163,0,0
212007,0,0
784210,0,0
254165,0,0
464249,0,0
32540,0,0
211783,0,0
311326,0,0
785013,0,0
355084,0,0
827541,0,0
253999,0,0
26817,0,0
61296,0,0
311688,0,0
71731,0,0
780513,0,0
563301,0,0
775444,0,0
560806,0,0
313766,0,0
317672,0,0
69093,0,0
192549,0,0
649867,0,0
568778,0,0
30462,0,0
28322,0,0
44406,0,0
211848,0,0
217500,0,0
502192,0,0
174595,0,0
51642,0,0
313914,0,0
670607,0,0
24281,0,0
554643,0,0
246722,0,0
559554,0,0
558940,0,0
34227,0,0
569332,0,0
32722,0,0
782164,0,0
124912,0,0
553246,0,0
555272,0,0
546165,0,0
251856,0,0
114044,0,0
730748,0,0
458729,0,0
826356,0,0
784794,0,0
502836,0,0
29028,0,0
25578,0,0
562537,0,0
780372,0,0
68650,0,0
225653,0,0
128739,0,0
558479,0,0
552642,0,0
79352,0,0
554817,0,0
568285,0,0
784825,0,0
568173,0,0
77260,0,0
556682,0,0
255471,0,0
190203,0,0
562927,0,0
554840,0,0
564346,0,0
505162,0,0
290064,0,0
114129,0,0
37575,0,0
24994,0,0
456215,0,0
248046,0,0
20437,0,0
31990,0,0
114419,0,0
562381,0,0
715178,0,0
544737,0,0
554246,0,0
316212,0,0
13835,0,0
290357,0,0
347449,0,0
450998,0,0
447688,0,0
244808,0,0
774344,0,0
564651,0,0
215074,0,0
768493,0,0
354386,0,0
173414,0,0
65767,0,0
502360,0,0
567974,0,0
314570,0,0
563144,0,0
563842,0,0
170017,0,0
785346,0,0
309926,0,0
125690,0,0
784698,0,0
187066,0,0
129933,0,0
662793,0,0
500535,0,0
117033,0,0
746770,0,0
555344,0,0
356307,0,0
558887,0,0
3688,0,0
320654,0,0
117562,0,0
820850,0,0
110247,0,0
71797,0,0
217467,0,0
780328,0,0
215348,0,0
114051,0,0
545948,0,0
230705,0,0
214329,0,0
213339,0,0
504551,0,0
563295,0,0
